10	19	23 / 20
10	22	10 / 21
10	29	13 / 15
10	30	30 / 11
10	34	30 / 19
10	38	24 / 19
10	44	-24 / 13
10	46	-8 / 5
10	47	-21 / 2
11	0	-25 / 26
11	3	17 / 8
11	5	6 / 23
11	6	-26 / 17
11	9	-9 / 16
11	10	15 / 11
11	18	-11 / 15
11	31	-27 / 13
11	41	30 / 13
11	43	-20 / 19
11	44	24 / 11
11	46	-8 / 27
12	3	-25 / 23
12	4	29 / 25
12	7	-17 / 15
12	9	-4 / 5
12	20	-14 / 29
12	22	-16 / 11
12	35	26 / 25
12	47	-21 / 16
12	49	25 / 24
13	2	-20 / 19
13	4	10 / 23
13	6	22 / 25
13	7	27 / 7
13	8	-27 / 5
13	13	-19 / 18
13	18	19
13	24	-20 / 29
13	26	10 / 17
13	28	22 / 27
13	29	-26 / 11
13	38	8 / 7
13	39	30 / 7
13	43	-2 / 29
13	45	21 / 20
13	47	-9 / 13
14	0	-24 / 23
14	7	-27 / 5
14	11	-10 / 17
14	12	-19 / 22
14	16	-23 / 26
14	25	-8 / 21
14	37	-8 / 31
14	44	-3 / 26
14	47	2 / 29
14	49	29 / 8
15	5	14 / 23
15	10	25 / 24
15	13	-11 / 27
15	14	-23 / 13
15	15	19 / 20
15	17	8 / 29
15	25	15 / 19
15	31	-19 / 16
15	32	6 / 7
15	33	22
15	34	-24 / 17
15	38	18 / 11
15	47	28 / 9
16	3	-15 / 26
16	6	15 / 7
16	8	3 / 2
16	9	20 / 3
16	10	11 / 23
16	11	2 / 27
16	15	6 / 29
16	17	-19 / 13
16	19	24 / 19
16	22	30
16	28	21 / 16
16	29	9 / 25
16	34	14 / 5
16	41	27 / 2
16	42	19 / 25
16	48	30 / 19
16	49	4 / 13
17	0	-23 / 25
17	2	-11 / 28
17	8	15 / 19
17	11	-17 / 24
17	19	-7 / 3
17	21	3 / 25
17	31	-21 / 20
17	32	21 / 8
17	33	-3 / 29
17	35	7 / 10
17	37	3 / 23
17	38	-26 / 25
17	46	-21 / 8
18	7	30 / 23
18	8	-2 / 15
18	10	16
18	17	4 / 19
18	19	-20 / 11
18	25	-9
18	27	26 / 21
18	29	19 / 7
18	31	-10 / 9
18	42	-14
18	44	13 / 23
18	47	-27 / 7
19	8	13 / 23
19	9	-19 / 29
19	13	30
19	21	8 / 29
19	23	-5 / 19
19	24	-18 / 5
19	35	-19 / 27
19	39	5 / 3
19	47	-13 / 22
19	48	30 / 7
20	0	-18 / 11
20	1	13 / 28
20	8	-10 / 9
20	11	-2 / 17
20	14	10 / 9
20	29	23 / 18
20	30	-27 / 26
20	32	-18 / 31
20	35	18 / 31
20	36	11
20	38	-2 / 27
20	39	-27 / 5
20	43	18 / 11
20	46	-9 / 8
20	49	19 / 25
21	0	-1
21	5	24 / 7
21	7	28 / 27
21	8	11 / 20
21	9	1 / 14
21	13	-3 / 28
21	16	29 / 14
21	19	-27 / 11
21	23	-26 / 15
21	33	-12 / 17
21	35	-24 / 13
21	38	29 / 11
22	8	-19 / 11
22	11	-17 / 12
22	15	-16 / 11
22	19	27 / 4
22	32	-5 / 14
22	33	-8 / 33
22	34	30 / 7
22	38	27 / 28
22	44	-22
22	45	22 / 13
22	46	-5 / 13
22	48	18 / 13
22	49	-27 / 28
23	1	-26 / 15
23	9	30 / 19
23	11	28 / 27
23	20	27 / 20
23	25	19 / 20
23	30	5 / 13
23	31	3 / 4
23	32	-27 / 23
23	39	-16 / 3
23	43	-30 / 29
23	49	23 / 13
24	4	-19 / 11
24	6	8 / 7
24	9	-15 / 23
24	10	-4 / 13
24	13	8 / 17
24	16	-29 / 22
24	18	-25 / 8
24	22	25 / 18
24	23	29 / 30
24	26	12 / 19
24	35	30 / 19
24	36	11 / 3
24	37	11 / 14
24	39	19 / 10
25	2	-15 / 4
25	3	1 / 30
25	9	6 / 25
25	15	-5 / 26
25	17	-25 / 7
25	22	-6 / 23
25	35	-28 / 25
25	40	9 / 4
25	41	19 / 8
25	42	-9 / 4
25	43	-11 / 4
25	46	6 / 29
25	48	5 / 11
26	1	-22 / 7
26	7	5 / 27
26	8	-14 / 17
26	14	-19 / 20
26	24	19 / 3
26	31	17 / 21
26	32	-15 / 2
26	33	20 / 19
26	37	30 / 23
26	40	-18 / 31
26	42	23 / 15
26	44	-19 / 3
26	45	18 / 17
27	0	-24
27	2	1 / 15
27	3	-19 / 15
27	4	16 / 21
27	7	-5 / 2
27	19	-9 / 10
27	25	23 / 19
27	26	-13 / 25
27	28	-1 / 24
27	45	19 / 23
27	47	20 / 7
27	48	-27 / 20
28	8	17 / 10
28	16	-29 / 11
28	19	11 / 30
28	25	8 / 13
28	29	24 / 23
28	30	-5 / 17
28	36	-1
28	48	-1 / 2
28	49	27 / 14
29	1	-5 / 24
29	13	-16 / 25
29	14	19 / 13
29	16	17 / 20
29	31	16 / 15
29	42	-23 / 6
29	46	16 / 15
29	48	-28 / 31
30	4	-9 / 11
30	8	11 / 10
30	9	2 / 25
30	13	-20 / 21
30	16	-17 / 22
30	19	2 / 29
30	34	3 / 5
30	38	-3 / 8
30	47	-16 / 29
31	7	-18 / 31
31	21	17 / 21
31	24	23 / 5
31	25	6 / 29
31	29	-21 / 17
31	33	8 / 17
31	37	22 / 3
31	41	-22 / 17
31	43	-28 / 17
31	48	-14 / 5
31	49	-2 / 13
32	0	-26 / 9
32	10	5 / 3
32	27	16 / 3
32	32	-21 / 20
32	35	-27 / 25
32	41	24 / 5
33	0	2 / 27
33	11	7 / 29
33	15	13 / 29
33	20	13 / 15
33	22	4 / 25
33	23	-7 / 5
33	24	-5 / 12
33	25	-13 / 20
33	27	-1 / 9
33	34	-10 / 17
33	35	-4 / 5
33	39	-10 / 33
33	41	9 / 13
33	46	13 / 3
34	1	-12 / 13
34	5	-26 / 3
34	10	-1 / 6
34	11	4 / 27
34	23	30 / 17
34	25	20 / 9
34	30	5 / 6
34	34	-9 / 28
34	38	-26 / 19
34	39	18 / 7
34	43	-30
34	48	3 / 25
35	6	-19 / 15
35	9	3 / 14
35	13	-28 / 25
35	17	-28 / 9
35	19	15 / 28
35	28	-14 / 13
35	29	23 / 27
35	34	21 / 20
35	36	-17 / 11
35	48	25 / 19
36	3	20 / 29
36	9	-14 / 17
36	10	28 / 13
36	14	-23 / 13
36	17	-29
36	19	2 / 3
36	21	20 / 29
36	24	19 / 16
36	32	-19 / 12
36	37	-26 / 27
36	40	-23 / 14
36	43	30 / 17
36	48	-25 / 23
37	0	-17 / 9
37	2	24 / 23
37	8	29 / 10
37	10	11 / 9
37	16	13 / 15
37	24	-5 / 23
37	31	-14
37	32	-10 / 9
37	34	-23 / 3
37	41	7 / 11
37	43	13 / 29
37	47	4 / 29
37	48	-22 / 29
38	2	6 / 5
38	6	15 / 22
38	7	-18 / 5
38	9	8 / 19
38	11	-19 / 23
38	14	-2 / 11
38	15	-23 / 13
38	20	27 / 16
38	29	-21 / 17
38	33	15 / 14
38	36	-30 / 31
38	39	-14 / 31
38	42	14 / 11
38	44	-7 / 30
38	45	-23 / 8
39	3	7 / 26
39	6	1 / 28
39	10	-9 / 29
39	19	-11 / 3
39	25	10 / 3
39	26	23 / 28
39	27	-6 / 19
39	31	-6 / 19
39	33	2 / 9
39	41	10 / 27
39	45	-29 / 23
39	46	30 / 17
39	48	-14 / 3
39	49	-16 / 23
40	0	-9 / 11
40	4	29 / 16
40	9	23 / 21
40	14	-14 / 33
40	15	5 / 19
40	23	-14 / 5
40	33	-12 / 31
40	39	-14 / 29
40	46	-25 / 13
40	48	17 / 2
41	9	17 / 8
41	11	-2 / 9
41	14	7 / 4
41	17	-18 / 35
41	26	22 / 13
41	30	-4 / 5
41	35	3 / 28
41	36	27 / 20
41	41	-22 / 23
41	45	-13 / 11
42	0	20 / 7
42	2	2 / 25
42	9	25 / 19
42	11	2 / 11
42	14	-3 / 19
42	19	-14 / 31
42	20	6 / 31
42	21	-9
42	25	23 / 13
42	26	8 / 17
42	28	26 / 11
42	30	-7 / 23
42	31	22 / 15
42	32	10
42	34	-26 / 15
42	40	12 / 7
42	43	16 / 31
42	44	20
42	48	10 / 7
42	49	-28 / 19
43	0	-20 / 3
43	6	-29 / 11
43	8	-23 / 6
43	17	-15 / 11
43	19	-5 / 24
43	21	29 / 19
43	23	-6 / 17
43	27	12 / 25
43	28	19 / 27
43	29	-23 / 27
43	35	26 / 27
43	39	-1 / 21
43	43	-5 / 6
43	44	-21 / 20
43	48	-4 / 27
44	0	-5 / 17
44	10	-11 / 10
44	14	6 / 19
44	21	16
44	22	-25 / 17
44	24	21 / 19
44	25	-4 / 27
44	31	25 / 2
44	32	4 / 3
44	37	-12 / 31
44	40	28 / 23
44	42	-29 / 28
45	0	27 / 14
45	6	-18 / 11
45	8	16 / 7
45	9	-7 / 10
45	15	-20 / 23
45	16	26 / 7
45	17	7 / 5
45	24	-6
45	25	5 / 27
45	26	-23 / 30
45	28	5 / 8
45	32	-21 / 8
45	33	21 / 11
45	34	-5 / 23
45	37	-26 / 11
45	42	17 / 12
45	43	9 / 16
45	45	18 / 25
46	2	-18 / 7
46	7	-26 / 11
46	9	1 / 29
46	10	18 / 23
46	11	13 / 7
46	13	-24 / 31
46	16	-18 / 17
46	18	25 / 19
46	31	-27 / 29
46	32	11 / 6
46	33	5 / 21
46	34	-11 / 10
46	36	-15 / 29
46	37	-28 / 31
46	42	-14 / 23
46	48	-14 / 23
47	2	-11 / 8
47	9	25 / 13
47	15	-28 / 31
47	19	27 / 10
47	21	-12 / 31
47	28	-6 / 13
47	30	5 / 12
47	31	4 / 23
47	33	6 / 7
47	40	28 / 31
47	46	-27 / 4
47	48	-20 / 7
48	7	4 / 25
48	15	11 / 13
48	21	29 / 11
48	34	-4 / 27
48	38	-22 / 13
48	39	-24 / 17
48	40	-4 / 9
48	41	24 / 25
48	48	28 / 25
49	1	7 / 15
49	7	5 / 16
49	8	23 / 8
49	18	-21 / 16
49	20	2 / 3
49	23	-26
49	26	-12 / 19
49	28	19 / 20
49	30	9 / 25
49	36	-28 / 29
49	37	-5 / 14
49	41	15 / 2
49	47	-30 / 17
