102	54	12 / 11
102	89	4
102	94	1 / 29
102	95	-30 / 11
103	24	28 / 15
103	28	-6
103	32	-15 / 16
103	59	-14 / 29
103	84	-17 / 5
103	87	21 / 23
103	90	23 / 29
104	29	21 / 20
104	57	17 / 3
104	60	19 / 21
104	78	-14 / 9
105	0	22 / 29
105	11	-23 / 17
105	30	17 / 8
105	63	18 / 5
105	82	13 / 6
105	91	-28 / 13
106	11	-6 / 23
106	27	19 / 5
106	33	1 / 21
106	56	-10 / 23
106	75	-3 / 29
106	97	-6 / 25
107	2	-11 / 14
107	20	28 / 27
107	33	15 / 28
107	48	-26 / 7
107	49	14
107	58	-29 / 21
107	63	-10 / 27
107	75	21 / 13
108	7	-2 / 11
108	21	20 / 7
108	37	-20 / 27
108	51	-10 / 7
108	56	-4
108	57	-26 / 25
108	76	30 / 17
108	98	-20 / 23
109	7	11 / 8
109	8	-28 / 3
109	33	20 / 29
109	43	25 / 8
109	57	9 / 32
109	65	28 / 13
110	17	-4 / 25
110	34	-12
110	61	-21 / 4
110	71	-22 / 9
110	76	5 / 8
111	3	-28 / 29
111	8	-14 / 23
111	27	-3 / 10
111	29	-5 / 26
111	64	-22 / 25
111	92	-10 / 11
112	30	-8 / 21
112	34	-6
112	38	29 / 15
112	56	-10 / 17
112	83	10 / 9
113	1	-21 / 10
113	5	8 / 3
113	17	3 / 4
113	41	11 / 16
113	63	24 / 17
113	72	2 / 23
113	84	-6
113	97	26 / 25
113	98	25 / 6
114	24	-25 / 22
114	29	20 / 21
114	33	-16 / 25
114	50	-6 / 31
114	60	28 / 9
114	68	-3 / 8
114	87	-28 / 27
114	88	-13 / 6
115	3	-30 / 23
115	29	-12 / 29
115	43	-12 / 13
115	49	17 / 9
115	69	-24
115	70	-6 / 7
115	84	-2 / 9
116	61	18 / 7
116	64	18 / 5
117	36	3 / 10
117	68	19 / 26
117	69	-26 / 3
118	23	3 / 23
118	32	9 / 2
118	56	-21 / 13
118	69	-5 / 16
118	72	-13 / 16
118	79	-30 / 41
119	15	-10 / 31
119	18	18 / 5
119	45	7 / 10
119	54	5 / 28
119	56	-21 / 16
119	82	6 / 19
119	85	19 / 13
120	35	21 / 16
121	11	-12 / 5
121	71	-23 / 2
121	74	18 / 23
121	84	-14
122	85	-7 / 3
123	1	-13 / 27
123	16	-13 / 3
123	25	9 / 2
123	73	-1 / 2
123	76	-13 / 12
123	82	-21 / 2
124	0	24 / 25
124	35	24 / 17
124	53	14 / 3
125	4	-20 / 21
125	59	4 / 5
125	81	-17 / 18
125	82	2 / 31
125	95	11 / 10
127	9	-19 / 6
127	11	-28 / 29
127	24	-14 / 15
127	56	21 / 11
127	88	-2 / 23
128	2	-24 / 25
128	19	27 / 5
128	23	-5 / 24
128	65	14 / 31
128	92	-12 / 19
128	95	29 / 18
129	11	-15 / 19
129	28	10 / 27
129	29	25 / 18
129	35	-22 / 31
129	39	7 / 3
129	43	18 / 29
129	81	-22 / 13
129	88	-15 / 17
130	8	19 / 25
130	45	-4 / 27
130	46	15 / 13
130	69	-26 / 9
131	9	25 / 4
131	27	-1 / 18
131	42	16
131	71	-30 / 11
131	89	9 / 31
132	4	-22 / 13
132	21	24 / 29
132	24	-22 / 27
132	30	-10 / 7
132	50	11 / 9
133	6	-30 / 23
133	21	19 / 30
133	30	17 / 7
133	49	22 / 19
133	67	13 / 11
134	16	-28 / 15
135	48	16 / 5
135	51	22 / 7
135	57	12 / 29
136	25	-17 / 22
136	37	28 / 5
136	40	10 / 31
136	86	-18 / 13
136	91	-3 / 25
137	38	19 / 27
137	61	7 / 2
137	80	25 / 9
137	83	-11 / 19
137	86	18 / 13
137	91	-3
138	8	23 / 7
138	17	15 / 8
138	19	-7 / 24
138	41	-23 / 20
138	93	17 / 27
139	14	8 / 27
139	19	-1 / 13
139	35	26 / 3
139	74	-17 / 16
140	6	4 / 27
140	14	-8 / 21
140	22	-10 / 21
140	31	1 / 5
140	43	-10 / 21
140	60	-19 / 15
140	83	12 / 5
140	89	15 / 14
140	93	-4 / 17
140	94	-9 / 25
141	2	29 / 13
141	45	2 / 25
141	59	2 / 9
141	75	22 / 13
141	82	-27 / 5
142	59	-11 / 6
142	75	7 / 27
143	4	30 / 29
143	30	2 / 19
143	44	3 / 26
143	58	-3 / 7
143	79	-8 / 29
143	83	12 / 19
143	97	-28 / 9
143	99	24 / 17
144	7	18 / 19
144	21	18 / 29
144	76	-20 / 23
144	81	-19 / 5
144	89	-24 / 7
145	4	29 / 30
145	9	14 / 9
145	76	12 / 23
145	94	21 / 5
146	8	-18 / 29
146	22	-1 / 22
147	6	-2
147	14	-26 / 17
147	23	17 / 8
147	24	20 / 9
147	39	-26 / 5
147	61	-14 / 15
147	71	9 / 8
148	26	18 / 7
148	38	-13 / 30
148	57	16 / 11
148	67	-23 / 17
148	89	20 / 29
149	69	-6 / 17
149	70	18 / 25
149	74	13 / 8
150	15	-29 / 24
150	53	-3 / 11
150	68	14 / 23
150	71	22 / 17
150	75	-2 / 17
151	11	-4 / 9
151	12	26 / 9
151	17	-13 / 18
151	24	20 / 11
152	31	-1 / 11
152	46	9 / 19
152	47	-14 / 11
153	28	-1 / 6
153	35	-6 / 29
153	40	24 / 11
153	83	24 / 7
154	5	-18 / 5
154	43	-10 / 27
154	99	5
155	45	23 / 3
155	65	3 / 8
156	3	5 / 27
156	37	-1 / 3
156	49	-29 / 21
156	78	-28 / 5
156	79	-18
157	0	11 / 29
157	87	15 / 8
159	12	23 / 24
159	58	4 / 27
159	63	28 / 5
160	14	28 / 3
160	23	22 / 17
160	35	-10 / 29
160	42	-12 / 29
160	43	-5 / 7
160	70	1 / 19
160	77	22 / 27
160	88	-13
161	13	5 / 23
161	53	-10 / 17
161	89	18 / 23
162	26	-7 / 29
162	39	-18 / 13
162	78	-30 / 23
163	27	-2 / 27
163	36	-27 / 11
163	57	-10 / 7
163	78	12 / 23
164	22	-8 / 23
164	37	14 / 29
164	78	-11 / 18
164	89	23 / 22
165	39	27 / 13
165	58	5 / 17
166	1	7 / 2
166	9	-29 / 23
166	24	-2 / 5
166	59	-5 / 11
166	82	-27 / 10
166	92	-12 / 19
167	21	-3 / 16
167	46	-29 / 5
167	62	-10 / 29
167	64	26 / 31
167	84	28 / 17
168	30	2 / 27
168	45	28 / 3
168	66	24 / 31
168	92	25 / 18
168	94	15 / 16
169	0	-9 / 20
169	32	-9 / 5
169	71	6 / 29
169	77	13 / 25
170	32	-9 / 26
170	36	3 / 7
170	64	-22 / 7
171	21	-13 / 11
171	44	-21 / 11
172	4	16 / 3
172	23	-30 / 11
172	29	-30 / 13
172	33	23 / 20
172	62	20 / 29
172	83	23 / 10
172	86	14 / 27
172	91	3 / 7
172	97	29 / 19
173	12	21 / 26
173	27	17 / 28
173	45	6
173	56	13 / 16
173	75	-4 / 17
173	91	13 / 14
174	7	3
174	24	17 / 4
174	59	4 / 15
174	60	26 / 15
174	89	25 / 2
175	27	27 / 26
175	30	23
175	35	-10 / 29
175	49	-19 / 14
175	54	28 / 17
175	77	-4
175	92	3 / 23
175	99	-23 / 11
176	8	-2 / 17
176	24	-17 / 22
176	51	16 / 9
176	84	22 / 21
176	94	14 / 31
176	99	27 / 31
177	60	-26 / 5
177	78	2 / 21
178	9	-25 / 3
178	45	16 / 31
178	51	-16 / 21
178	67	24 / 11
178	85	-6 / 23
179	5	-21 / 13
179	56	-9 / 14
179	72	-4 / 5
180	23	-18
180	32	22 / 15
180	37	-10 / 7
180	54	-4
180	93	8 / 25
181	7	-23 / 12
181	23	28 / 9
181	51	-23 / 18
181	89	-16 / 29
182	16	25 / 29
182	22	13 / 7
182	40	20 / 29
182	57	-14 / 25
182	75	24 / 29
182	98	26 / 27
183	3	6 / 5
183	21	-26 / 29
183	35	20
183	59	12 / 31
183	85	-24 / 17
184	13	-8 / 25
184	37	21 / 23
184	48	-12 / 23
184	65	-28 / 31
185	4	27
185	93	17 / 29
186	18	-5 / 16
186	22	23 / 28
186	52	7 / 22
186	71	15
186	74	-17 / 20
186	86	-30 / 13
187	3	-15 / 26
187	22	-3 / 11
187	61	9 / 28
187	71	18 / 25
188	22	-19 / 7
188	23	-23 / 27
188	35	8 / 33
188	37	-28 / 5
188	79	21 / 4
188	85	-16 / 19
188	92	18 / 29
189	32	-7 / 18
189	46	-26 / 23
189	73	-6 / 31
189	84	20 / 7
189	93	10 / 31
189	97	-17 / 28
190	21	-14
190	29	29 / 18
190	40	-24 / 11
190	45	-15 / 31
191	3	7 / 27
191	16	20 / 23
191	32	-25 / 17
191	96	18 / 17
192	6	9 / 29
192	44	-18 / 11
192	90	-19 / 2
193	1	-22 / 3
193	14	27 / 26
193	17	-22 / 3
193	40	8 / 25
193	53	-25 / 8
193	86	-9 / 2
194	10	23 / 12
194	18	-23 / 14
194	40	30 / 29
194	85	5 / 6
194	97	8 / 29
195	6	17 / 15
195	20	15 / 28
195	35	-8 / 17
196	25	-13 / 6
196	29	-9
196	49	6 / 23
196	56	-21 / 22
196	57	-19 / 11
197	46	7
197	51	23 / 7
197	71	24 / 5
198	41	-3 / 16
198	70	28 / 9
198	75	-11 / 3
198	97	14 / 31
199	0	-8 / 9
199	15	11 / 2
199	94	-16 / 3
